CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,ParentMLAction,Error
568,2026-04-13 19:32:26.460,MoveToLL,MoveToLL_StackML_cube11_stick46_robot1_gripper1_finloccube11_rpmanipulate,planned,finloccube11,gripper,0.30,0.30,"0.279050;0.961757;0.182500;2.891851;1.227518;0.000000","",True,16457.12,0.00,18538.70,,
569,2026-04-13 19:32:45.186,MoveToLL,MoveToLL_StackML_cube11_stick46_robot1_gripper1_finloccube11_rpmanipulate,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9299.99,0.00,11343.21,,
570,2026-04-13 19:33:00.151,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup58,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11093.94,0.00,13120.01,,
571,2026-04-13 19:33:47.985,MoveToLL,MoveToLL_PickUpML_stick52_initlocstick52_robot1_gripper1_rppickup,movel,initlocstick52,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6293.10,0.00,8364.59,,
572,2026-04-13 19:33:56.517,CloseGripperLL,CloseGripperLL_PickUpML_stick52_initlocstick52_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.06,0.00,2039.85,,
573,2026-04-13 19:33:58.715,MoveToLL,MoveToLL_PickUpML_stick52_initlocstick52_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5846.38,0.00,7889.64,,
574,2026-04-13 19:34:10.142,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup65,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11157.07,0.00,13197.16,,
575,2026-04-13 19:34:23.736,MoveToLL,MoveToLL_StackOnTwoML_stick52_robot1_finallocstick52_rpmanipulate_stick48_stick47_gripper1_layer11_layer12,planned,finallocstick52,gripper,0.30,0.30,"0.179154;0.668313;0.182500;2.240742;2.201971;0.000000","",True,14282.35,0.00,16310.48,,
576,2026-04-13 19:34:40.216,MoveToLL,MoveToLL_StackOnTwoML_stick52_robot1_finallocstick52_rpmanipulate_stick48_stick47_gripper1_layer11_layer12,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7826.72,0.00,9954.11,,
577,2026-04-13 19:34:53.621,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup59,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11235.47,0.00,13270.65,,
578,2026-04-13 19:35:19.509,MoveToLL,MoveToLL_PickUpML_stick53_initlocstick53_robot1_gripper1_rppickup,movel,initlocstick53,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5365.50,0.00,7419.79,,
579,2026-04-13 19:35:27.111,CloseGripperLL,CloseGripperLL_PickUpML_stick53_initlocstick53_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.21,0.00,2055.89,,
580,2026-04-13 19:35:29.322,MoveToLL,MoveToLL_PickUpML_stick53_initlocstick53_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5849.12,0.00,7905.82,,
581,2026-04-13 19:35:40.656,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup66,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11263.29,0.00,13313.80,,
582,2026-04-13 19:35:54.376,MoveToLL,MoveToLL_StackOnTwoML_stick53_robot1_finallocstick53_rpmanipulate_stick48_stick49_gripper1_layer11_layer12,planned,finallocstick53,gripper,0.30,0.30,"0.015957;0.801880;0.182500;3.141473;0.027415;0.000000","",True,16573.11,0.00,18626.22,,
583,2026-04-13 19:36:13.209,MoveToLL,MoveToLL_StackOnTwoML_stick53_robot1_finallocstick53_rpmanipulate_stick48_stick49_gripper1_layer11_layer12,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10660.39,0.00,12727.06,,
584,2026-04-13 19:36:29.479,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup15,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,9033.16,0.00,11094.07,,
585,2026-04-13 19:36:40.927,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup8,play_program,,gripper,0.50,1.00,"","",True,20563.74,0.00,22595.85,,
586,2026-04-13 19:37:03.966,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup8,play_program,,nailgun,0.50,1.00,"","",True,10406.61,0.00,12441.28,,
587,2026-04-13 19:37:19.910,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup8,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9659.59,0.00,11691.51,,
588,2026-04-13 19:37:32.301,NailingLL,NailingLL_NailingML_stick54_stick50_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.213000;0.960000;0.202000;0.000000;0.000000;0.000000","",True,23492.92,0.00,25543.33,,
589,2026-04-13 19:38:04.585,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup16,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,10564.54,0.00,12605.66,,
590,2026-04-13 19:38:18.112,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup8,play_program,,nailgun,0.50,1.00,"","",True,7271.96,0.00,9338.16,,
591,2026-04-13 19:38:27.762,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup8,play_program,,gripper,0.50,1.00,"","",True,20760.96,0.00,22823.69,,
592,2026-04-13 19:38:53.905,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup8,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11891.74,0.00,13935.74,,
593,2026-04-13 19:40:11.749,MoveToLL,MoveToLL_PickUpML_stick56_initlocstick56_robot1_gripper1_rppickup,movel,initlocstick56,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5353.18,0.00,7393.23,,
594,2026-04-13 19:40:19.282,CloseGripperLL,CloseGripperLL_PickUpML_stick56_initlocstick56_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.88,0.00,2062.37,,
595,2026-04-13 19:40:21.498,MoveToLL,MoveToLL_PickUpML_stick56_initlocstick56_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5895.47,0.00,7958.31,,
596,2026-04-13 19:40:32.847,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup67,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11288.21,0.00,13350.52,,
597,2026-04-13 19:40:46.509,MoveToLL,MoveToLL_StackOnTwoML_stick56_robot1_finallocstick56_rpmanipulate_stick51_stick52_gripper1_layer12_layer13,planned,finallocstick56,gripper,0.30,0.30,"0.290380;0.709899;0.200000;-1.277801;-2.869988;0.000000","",True,17479.91,0.00,19520.98,,
598,2026-04-13 19:41:06.196,MoveToLL,MoveToLL_StackOnTwoML_stick56_robot1_finallocstick56_rpmanipulate_stick51_stick52_gripper1_layer12_layer13,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8621.70,0.00,10665.39,,
599,2026-04-13 19:41:20.355,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup60,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11195.77,0.00,13245.23,,
600,2026-04-13 19:43:25.768,MoveToLL,MoveToLL_PickUpML_stick55_initlocstick55_robot1_gripper1_rppickup,movel,initlocstick55,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5164.04,0.00,7194.49,,
601,2026-04-13 19:43:33.120,CloseGripperLL,CloseGripperLL_PickUpML_stick55_initlocstick55_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,24.98,0.00,2079.46,,
602,2026-04-13 19:43:35.349,MoveToLL,MoveToLL_PickUpML_stick55_initlocstick55_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5131.78,0.00,7163.62,,
603,2026-04-13 19:44:00.835,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup68,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10891.25,0.00,12933.96,,
604,2026-04-13 19:44:14.062,MoveToLL,MoveToLL_StackOnTwoML_stick55_robot1_finallocstick55_rpmanipulate_stick51_cube11_gripper1_layer12_layer13,planned,finallocstick55,gripper,0.30,0.30,"0.324117;0.914535;0.201000;1.125846;-2.932929;0.000000","",True,19912.62,0.00,21948.57,,
605,2026-04-13 19:44:36.182,MoveToLL,MoveToLL_StackOnTwoML_stick55_robot1_finallocstick55_rpmanipulate_stick51_cube11_gripper1_layer12_layer13,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,13519.13,0.00,15561.78,,
606,2026-04-13 19:44:55.271,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup61,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11166.65,0.00,13220.52,,
607,2026-04-13 19:45:24.490,MoveToLL,MoveToLL_PickUpML_stick57_initlocstick57_robot1_gripper1_rppickup,movel,initlocstick57,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5167.79,0.00,7235.35,,
608,2026-04-13 19:45:31.916,CloseGripperLL,CloseGripperLL_PickUpML_stick57_initlocstick57_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.21,0.00,2049.45,,
609,2026-04-13 19:45:34.148,MoveToLL,MoveToLL_PickUpML_stick57_initlocstick57_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5137.13,0.00,7161.77,,
610,2026-04-13 19:45:44.880,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup69,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11112.35,0.00,13177.65,,
611,2026-04-13 19:45:58.476,MoveToLL,MoveToLL_StackOnTwoML_stick57_robot1_finallocstick57_rpmanipulate_stick52_stick53_gripper1_layer12_layer13,planned,finallocstick57,gripper,0.30,0.30,"0.061592;0.721889;0.200000;2.932929;1.125846;0.000000","",True,14142.42,0.00,16203.50,,
612,2026-04-13 19:46:15.000,MoveToLL,MoveToLL_StackOnTwoML_stick57_robot1_finallocstick57_rpmanipulate_stick52_stick53_gripper1_layer12_layer13,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8466.71,0.00,10533.06,,
613,2026-04-13 19:46:29.132,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup62,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11091.41,0.00,13146.16,,
614,2026-04-13 19:47:45.335,MoveToLL,MoveToLL_PickUpML_stick60_initlocstick60_robot1_gripper1_rppickup,movel,initlocstick60,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5363.48,0.00,7423.63,,
615,2026-04-13 19:47:52.916,CloseGripperLL,CloseGripperLL_PickUpML_stick60_initlocstick60_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.98,0.00,2056.89,,
616,2026-04-13 19:47:55.124,MoveToLL,MoveToLL_PickUpML_stick60_initlocstick60_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5924.31,0.00,7958.60,,
617,2026-04-13 19:48:06.364,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup70,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10758.56,0.00,12808.84,,
618,2026-04-13 19:48:19.467,MoveToLL,MoveToLL_StackOnTwoML_stick60_robot1_finallocstick60_rpmanipulate_stick56_stick55_gripper1_layer13_layer14,planned,finallocstick60,gripper,0.30,0.30,"0.343365;0.816169;0.217500;-0.137034;-3.138603;0.000000","",True,16662.14,0.00,18734.16,,
619,2026-04-13 19:49:41.000,MoveToLL,MoveToLL_StackOnTwoML_stick60_robot1_finallocstick60_rpmanipulate_stick56_stick55_gripper1_layer13_layer14,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11302.66,0.00,13325.62,,
620,2026-04-13 19:49:57.472,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup63,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10842.06,0.00,12892.99,,
621,2026-04-13 19:50:14.364,MoveToLL,MoveToLL_PickUpML_stick58_initlocstick58_robot1_gripper1_rppickup,movel,initlocstick58,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5176.41,0.00,7225.81,,
622,2026-04-13 19:50:21.718,CloseGripperLL,CloseGripperLL_PickUpML_stick58_initlocstick58_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.07,0.00,2034.06,,
623,2026-04-13 19:50:23.894,MoveToLL,MoveToLL_PickUpML_stick58_initlocstick58_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5949.67,0.00,7981.33,,
624,2026-04-13 19:50:35.030,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup71,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10853.54,0.00,12889.87,,
625,2026-04-13 19:50:48.299,MoveToLL,MoveToLL_StackOnTwoML_stick58_robot1_finallocstick58_rpmanipulate_stick54_stick53_gripper1_layer12_layer13,planned,finallocstick58,gripper,0.30,0.30,"-0.037620;0.919442;0.200000;2.869988;1.277801;0.000000","",True,15806.28,0.00,17849.56,,
626,2026-04-13 19:51:06.321,MoveToLL,MoveToLL_StackOnTwoML_stick58_robot1_finallocstick58_rpmanipulate_stick54_stick53_gripper1_layer12_layer13,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9289.28,0.00,11353.88,,
